XUSXEYAF=MO07:00-10:00,TU05:06-10:11,WE00:00-21:35,TH13:33-14:44,FR19:15-20:29,SA00:16-00:47,SU01:05-09:15,
KQFSJRMB=MO10:12-19:43,TU01:00-06:00,WE07:40-15:52,TH00:39-14:56,FR00:03-04:09,SA16:05-20:32,SU06:10-11:24,
JXXVTPXX=MO01:29-02:39,TU00:27-02:46,WE07:47-13:56,TH02:31-19:36,FR09:06-10:17,SA07:08-14:43,SU07:08-21:31,
FWMSAZKE=MO06:16-20:17,TU05:13-18:23,WE16:23-20:52,TH00:08-12:14,FR14:16-19:45,SA03:08-10:49,SU07:31-15:47,
IAKVXZTH=MO02:29-05:31,TU07:34-13:48,WE16:15-19:53,TH07:29-08:31,FR05:02-07:47,SA05:03-12:29,SU04:04-10:30,
LMWHFUKX=MO04:09-22:14,TU00:30-00:36,WE06:08-11:41,TH01:30-11:38,FR01:28-03:35,SA00:01-02:17,SU07:20-12:42,
JZGSKOUU=MO01:21-02:22,TU02:03-22:14,WE00:14-00:15,TH11:24-13:25,FR01:19-04:27,SA00:07-06:35,SU00:13-02:48,
RVMWKIQU=MO03:11-04:13,TU03:29-05:41,WE03:06-21:28,TH01:27-09:49,FR08:46-12:52,SA02:30-17:37,SU01:04-07:11,
HLDCADTE=MO09:03-12:33,TU01:01-13:32,WE09:08-12:48,TH00:20-03:25,FR09:03-11:04,SA01:07-05:57,SU00:06-10:24,
OYQFQLAC=MO09:04-19:25,TU18:54-22:56,WE13:14-21:37,TH09:08-19:12,FR09:01-13:27,SA05:08-16:21,SU00:15-01:17,
KAMWPZVK=MO01:09-03:14,TU12:05-20:08,WE00:18-01:43,TH04:04-17:09,FR02:07-21:09,SA01:16-11:44,SU01:13-07:35,
GXGNTLNQ=MO01:20-16:21,TU09:22-10:28,WE11:00-22:00,TH09:00-10:01,FR05:38-15:39,SA03:28-22:42,SU00:12-03:38,
XANZWWCW=MO01:00-04:01,TU05:35-17:46,WE05:13-20:14,TH02:17-13:29,FR09:14-10:45,SA03:17-07:30,SU02:38-03:39,
OQQBVPUY=MO18:12-21:32,TU06:15-16:42,WE02:02-09:52,TH09:29-13:43,FR07:12-12:34,SA02:03-12:04,SU16:05-22:08,
ONMCLRKB=MO05:12-18:24,TU01:25-03:37,WE04:06-19:30,TH01:20-22:28,FR02:14-15:17,SA02:04-19:13,SU01:05-08:09,
PBHGYXVE=MO03:04-05:11,TU11:00-13:00,WE05:04-10:34,TH00:33-11:56,FR13:24-15:49,SA07:46-09:47,SU00:39-07:43,
JOIYHVVA=MO10:29-12:35,TU12:32-15:42,WE02:13-03:48,TH03:17-05:51,FR07:11-13:21,SA16:00-20:00,SU01:53-08:58,
OARURXAG=MO00:24-03:53,TU12:02-16:36,WE04:32-12:36,TH00:01-04:09,FR03:27-06:29,SA11:23-22:31,SU05:08-06:16,
LRJGDLLM=MO07:01-13:23,TU14:21-15:35,WE17:11-21:39,TH00:00-02:00,FR06:00-10:02,SA00:08-09:25,SU16:16-19:37,
AQGMJHFA=MO07:14-18:28,TU03:48-22:50,WE09:00-21:00,TH00:20-00:22,FR10:16-12:24,SA11:07-14:08,SU10:00-17:15,
ECLZMJSB=MO15:16-16:32,TU07:22-20:28,WE02:19-04:54,TH00:00-01:37,FR04:35-06:47,SA06:12-07:29,SU04:27-05:42,
QSNKQDCI=MO00:13-02:25,TU01:03-02:29,WE03:26-05:56,TH01:30-04:42,FR00:33-22:43,SA00:50-02:51,SU12:01-21:37,
YEEOVSLN=MO07:11-21:37,TU03:02-06:14,WE02:21-16:49,TH08:00-12:34,FR00:03-08:46,SA00:33-00:47,SU04:04-16:05,
QUFUBPEL=MO03:11-08:15,TU02:20-06:24,WE04:09-15:37,TH01:33-02:44,FR04:02-05:03,SA09:02-20:16,SU00:49-00:55,
CIUGPJNV=MO00:07-01:10,TU03:47-06:48,WE03:07-10:41,TH00:46-03:54,FR06:01-11:06,SA08:19-16:32,SU02:11-14:33,
NRQQWMZH=MO15:28-20:52,TU05:01-13:03,WE06:21-09:39,TH00:01-00:12,FR00:05-01:06,SA01:05-02:33,SU09:08-12:24,
AXAXCWAF=MO01:01-03:32,TU07:13-20:24,WE08:08-11:13,TH06:06-10:43,FR02:21-05:46,SA01:27-18:29,SU06:10-09:58,
NHJAQTJU=MO01:13-10:35,TU08:01-22:25,WE15:09-21:55,TH00:01-03:31,FR03:25-10:50,SA05:22-17:30,SU01:02-15:05,
TFUKZGXN=MO10:03-19:13,TU05:20-10:21,WE15:10-19:26,TH16:07-17:50,FR00:01-00:11,SA00:29-10:53,SU02:00-15:11,
PIIQXWRK=MO18:12-19:23,TU02:08-03:11,WE01:37-03:43,TH21:50-22:57,FR08:09-09:11,SA14:00-22:30,SU05:30-09:32,
TMLPXIBX=MO02:03-15:05,TU01:55-04:57,WE06:22-10:38,TH01:05-02:15,FR00:10-13:38,SA09:41-13:52,SU07:10-12:15,
WVACJRNR=MO16:10-21:20,TU00:27-00:55,WE09:02-21:07,TH13:01-14:04,FR07:04-13:21,SA03:23-10:52,SU08:00-11:01,
XCWWODOD=MO06:31-20:32,TU04:14-11:38,WE00:15-12:48,TH06:05-07:52,FR02:06-16:15,SA03:06-11:57,SU15:14-16:27,
OQLJZQDL=MO03:06-17:10,TU14:29-16:43,WE00:04-03:05,TH08:37-18:43,FR00:00-11:01,SA02:08-17:57,SU03:14-18:15,
MYTWGXBW=MO03:09-21:11,TU15:04-17:36,WE03:07-12:11,TH04:10-13:22,FR08:01-13:52,SA00:01-09:10,SU03:07-07:37,
QIDKQOXP=MO01:10-02:57,TU06:44-11:54,WE04:16-10:45,TH02:15-06:34,FR08:13-11:25,SA01:31-02:50,SU08:11-12:23,
KDNUORQY=MO02:34-05:36,TU02:01-19:07,WE02:41-03:49,TH01:00-03:12,FR15:12-21:44,SA01:17-03:31,SU03:04-12:08,
YUUPUWPT=MO02:35-03:49,TU03:23-07:43,WE00:40-02:49,TH14:16-17:29,FR17:02-22:04,SA04:04-10:05,SU05:00-07:06,
UVFVZLWJ=MO20:15-22:36,TU08:11-10:12,WE09:17-10:26,TH02:13-10:55,FR07:05-09:46,SA05:04-07:10,SU03:30-07:37,
CKXWYKAM=MO02:24-03:40,TU00:28-02:31,WE00:07-10:10,TH08:08-10:25,FR02:03-04:09,SA17:13-18:45,SU03:00-09:02,
JVYIPKSP=MO00:09-19:33,TU06:14-08:26,WE07:04-16:12,TH01:15-17:37,FR00:00-03:49,SA00:20-00:49,SU09:05-15:22,
ACHSMLDX=MO10:01-21:02,TU00:10-04:11,WE13:17-14:23,TH02:48-15:52,FR04:33-06:38,SA03:35-19:54,SU06:07-09:36,
ZVQAGLSP=MO04:33-13:56,TU11:03-17:48,WE07:34-12:50,TH11:13-13:30,FR14:08-18:13,SA01:08-19:22,SU18:04-19:31,
SDMYJNCK=MO00:12-00:31,TU11:19-19:43,WE10:01-16:03,TH09:22-14:35,FR21:19-22:21,SA00:08-18:17,SU08:09-09:10,
DZLNRHGX=MO18:33-22:37,TU00:15-15:18,WE15:21-20:24,TH07:07-09:55,FR10:05-11:30,SA04:29-09:53,SU00:03-19:07,
FFARZMAR=MO03:13-11:17,TU05:20-09:43,WE03:19-13:48,TH04:08-12:48,FR13:27-17:49,SA08:33-16:49,SU11:22-20:43,
BIIZMXCM=MO00:01-19:03,TU10:10-15:36,WE03:09-06:19,TH13:16-17:51,FR07:15-09:19,SA02:18-07:58,SU05:03-08:53,
PHFVTHJK=MO08:09-16:15,TU00:24-08:28,WE10:04-15:10,TH03:03-07:34,FR01:33-05:50,SA02:16-07:36,SU06:01-20:14,
PWUEJWQA=MO03:05-12:06,TU00:14-02:15,WE00:21-01:34,TH04:02-07:09,FR06:05-09:11,SA03:05-08:26,SU09:00-19:06,
IESZXRLT=MO08:03-20:05,TU04:01-08:02,WE02:14-10:36,TH05:15-22:46,FR02:08-11:34,SA00:06-01:28,SU04:43-08:56,
JZBCIACI=MO06:17-16:34,TU19:14-21:27,WE08:20-13:21,TH00:23-01:30,FR00:14-01:41,SA05:04-20:32,SU00:17-00:18,
FHYWTOMX=MO02:05-04:52,TU02:07-11:36,WE00:00-03:05,TH09:16-18:55,FR18:12-20:33,SA14:20-19:46,SU02:26-12:55,
GKQWOOEP=MO01:43-13:44,TU00:36-01:38,WE01:01-13:09,TH00:16-01:47,FR00:00-02:06,SA02:02-04:27,SU02:03-16:04,
LGECBQEC=MO02:30-05:38,TU01:46-05:52,WE13:02-18:17,TH03:05-07:47,FR08:30-17:44,SA11:21-14:29,SU01:02-14:05,
CHOKUJSX=MO15:00-18:05,TU01:36-16:49,WE02:21-14:22,TH12:00-19:00,FR01:01-02:04,SA02:20-09:26,SU00:12-21:14,
IQYZZPKX=MO05:01-09:32,TU18:01-19:28,WE12:14-14:17,TH00:00-10:01,FR00:30-19:56,SA01:16-06:31,SU03:45-12:48,
JMMYHPXH=MO05:27-15:30,TU05:01-22:53,WE07:04-08:40,TH13:12-20:22,FR02:00-04:00,SA06:07-08:08,SU00:11-02:38,
YSYMELWS=MO08:02-22:45,TU01:21-08:53,WE06:40-18:49,TH10:24-13:43,FR09:34-10:42,SA12:06-19:09,SU07:03-10:44,
OTUAQFXC=MO04:07-07:13,TU07:08-12:41,WE17:40-19:49,TH01:35-03:46,FR00:26-00:35,SA12:20-13:33,SU01:06-07:33,
CHTOTXKM=MO10:27-14:41,TU06:06-20:54,WE01:01-07:05,TH02:06-22:31,FR08:05-19:13,SA09:04-22:31,SU20:53-22:58,
RXPRUJXX=MO15:17-22:34,TU03:29-14:52,WE01:28-21:29,TH00:20-12:37,FR15:03-21:05,SA00:05-02:13,SU07:05-14:47,
KODSUGZB=MO10:06-14:20,TU01:00-20:01,WE09:21-10:55,TH00:02-02:37,FR13:03-18:17,SA01:15-11:22,SU06:08-14:17,
HEFNOTAC=MO01:15-03:18,TU02:18-10:19,WE09:00-12:04,TH00:09-16:57,FR16:00-21:01,SA08:50-17:53,SU00:00-11:18,
KNXWYUQC=MO00:02-00:19,TU05:43-07:48,WE03:24-12:50,TH01:12-04:37,FR05:19-21:49,SA13:03-15:28,SU13:05-16:06,
DCYTZIWZ=MO06:04-13:51,TU02:31-16:52,WE08:03-09:28,TH02:17-03:54,FR02:26-03:42,SA01:12-11:13,SU12:00-17:09,
YYCTKDXO=MO05:01-15:06,TU01:21-03:32,WE00:31-01:52,TH05:24-07:44,FR00:23-00:56,SA00:14-02:15,SU02:03-05:24,
RZPSLEDW=MO01:21-05:30,TU12:38-17:56,WE08:00-18:00,TH02:20-03:23,FR07:00-09:08,SA02:24-19:30,SU04:26-07:29,
HHSXUBWK=MO02:15-10:19,TU12:42-16:50,WE00:09-01:43,TH16:26-20:42,FR03:09-06:28,SA01:15-10:33,SU19:00-22:00,
KTXYWRNG=MO03:06-09:56,TU09:41-17:43,WE16:09-21:16,TH00:01-00:19,FR00:08-00:18,SA01:08-02:12,SU03:07-04:12,
WEDSTLQW=MO03:52-04:55,TU17:18-20:41,WE05:15-06:17,TH12:27-19:38,FR01:06-22:10,SA00:17-01:30,SU14:00-16:01,
USOCUMOG=MO00:00-05:00,TU04:01-20:02,WE00:23-06:29,TH02:03-05:19,FR00:22-00:25,SA10:07-12:34,SU01:47-08:57,
QMBCFUWI=MO00:00-02:03,TU14:02-18:06,WE02:11-12:47,TH02:03-09:48,FR00:27-00:31,SA01:09-03:11,SU06:48-08:51,
ALXNGSIV=MO00:15-03:46,TU04:09-09:55,WE02:23-09:36,TH03:09-05:21,FR03:43-04:55,SA08:04-15:28,SU00:27-00:54,
QXXHXHJH=MO00:37-12:49,TU15:02-18:03,WE01:14-21:23,TH03:09-22:22,FR03:02-04:32,SA00:06-01:14,SU17:31-18:56,
PMNAFDRW=MO01:01-02:38,TU01:01-13:14,WE05:10-06:16,TH00:44-01:57,FR20:27-22:58,SA01:10-19:19,SU07:05-20:06,
RNVXSNVF=MO00:13-02:53,TU03:22-18:26,WE11:05-22:18,TH07:43-09:54,FR01:12-04:43,SA02:27-04:54,SU04:32-14:39,
HQTUSMAK=MO01:00-07:01,TU03:00-06:46,WE00:38-03:39,TH00:11-00:52,FR13:03-15:21,SA03:10-15:27,SU00:04-09:50,
YAWBQZFF=MO04:32-05:37,TU01:14-22:26,WE02:03-09:04,TH01:34-20:52,FR00:01-01:30,SA00:05-00:16,SU05:15-20:26,
KUBCHYXE=MO09:20-22:34,TU05:08-09:42,WE00:06-04:08,TH01:22-03:23,FR18:03-19:14,SA01:02-04:21,SU02:31-03:42,
XVPDDGGW=MO02:07-03:19,TU00:00-01:55,WE20:10-22:27,TH04:03-07:05,FR05:03-08:24,SA04:03-20:21,SU11:25-15:33,
GIMVXAXO=MO02:12-03:30,TU21:09-22:19,WE05:25-13:44,TH05:14-09:15,FR03:07-04:14,SA01:19-04:34,SU03:11-04:37,
OBDPVRED=MO04:27-19:44,TU00:00-00:02,WE12:08-13:18,TH21:11-22:12,FR03:24-15:34,SA05:08-06:39,SU00:25-05:33,
ZLHYSQZG=MO12:03-20:25,TU05:11-08:19,WE05:12-21:22,TH11:00-16:03,FR00:12-00:23,SA07:45-08:57,SU01:11-04:12,
XPUCIEJM=MO05:10-22:32,TU13:30-15:58,WE07:43-14:53,TH00:35-01:52,FR03:54-08:57,SA02:09-08:30,SU05:54-06:57,
GDYWWBKC=MO11:09-15:52,TU11:12-20:38,WE07:02-10:24,TH13:04-18:10,FR02:47-04:48,SA03:10-09:15,SU06:00-09:00,
PXOSJFNB=MO01:18-09:26,TU02:38-06:47,WE00:00-02:22,TH15:00-20:30,FR09:06-13:41,SA09:01-12:03,SU02:00-06:01,
WKCIMNAJ=MO00:30-18:32,TU13:07-21:22,WE12:01-13:04,TH06:39-08:46,FR16:43-17:56,SA01:11-21:23,SU18:07-20:39,
QGNKXPJC=MO01:17-10:31,TU02:01-21:14,WE00:09-04:13,TH20:00-21:21,FR00:11-03:25,SA09:16-12:47,SU00:00-01:07,
FEVIKXNY=MO07:07-22:45,TU04:00-16:03,WE08:12-09:30,TH17:30-18:31,FR15:01-16:26,SA03:03-20:05,SU06:01-09:19,
YEVVWXLT=MO07:02-19:03,TU12:25-15:36,WE14:01-22:42,TH01:08-15:11,FR03:03-11:10,SA14:22-22:55,SU04:15-08:34,
JJBUQFIN=MO00:42-01:57,TU08:26-10:52,WE04:35-13:50,TH00:19-01:40,FR04:31-14:34,SA05:02-10:05,SU11:14-14:17,
XCBXOEAU=MO01:15-08:41,TU01:12-08:26,WE14:01-19:02,TH01:38-02:58,FR00:05-00:41,SA02:12-05:13,SU12:17-14:58,
PKDLSGYZ=MO00:07-01:42,TU00:08-03:34,WE03:13-16:43,TH00:21-07:26,FR12:01-17:02,SA08:19-15:39,SU03:00-05:35,
DPIJQSZZ=MO11:03-14:11,TU18:01-21:25,WE14:47-22:55,TH16:11-21:34,FR15:25-21:32,SA05:34-07:51,SU17:11-19:14,
HXWVXMHU=MO01:01-15:06,TU06:26-20:47,WE02:00-22:18,TH03:01-08:56,FR04:02-21:17,SA00:03-00:47,SU00:21-02:44,
PKKBARQH=MO06:10-18:30,TU10:18-14:29,WE02:05-17:09,TH11:24-13:45,FR00:16-00:32,SA08:23-13:31,SU03:35-04:58,
QASHLCLZ=MO00:02-00:18,TU00:50-04:52,WE15:00-20:01,TH01:01-15:06,FR00:22-14:39,SA08:27-12:31,SU00:11-04:31,
JJBYROPU=MO02:07-09:30,TU01:15-03:50,WE00:09-19:49,TH01:04-10:46,FR02:31-09:48,SA08:12-18:22,SU01:07-05:38,
KEARQYMB=MO20:14-22:18,TU03:40-21:54,WE15:07-22:32,TH10:13-20:30,FR07:07-09:37,SA09:07-11:17,SU00:30-02:43,
QWIVPBJZ=MO05:01-06:35,TU04:01-15:03,WE00:30-01:31,TH05:10-08:39,FR20:01-22:10,SA09:28-15:50,SU07:04-18:05,
NWQWGRBM=MO06:24-07:29,TU00:17-01:29,WE08:10-17:12,TH00:16-16:29,FR00:33-15:47,SA03:16-15:21,SU08:13-11:46,
FASJRXJJ=MO00:02-06:05,TU01:16-15:39,WE10:40-18:54,TH01:06-07:35,FR05:17-18:21,SA04:09-20:15,SU05:00-11:00,
JIEKPQTH=MO03:00-07:01,TU02:07-09:11,WE00:14-00:22,TH16:06-21:31,FR10:03-14:42,SA00:32-00:56,SU01:12-22:14,
XAPMDUQN=MO18:27-20:42,TU17:01-22:16,WE02:01-07:03,TH11:22-21:52,FR08:23-22:50,SA00:20-01:30,SU08:01-16:39,
HBXZSMJL=MO00:19-01:24,TU01:07-06:19,WE03:40-09:51,TH08:04-13:55,FR04:04-10:29,SA03:10-20:47,SU12:45-15:54,
QNBDXQEK=MO02:00-14:01,TU00:52-06:57,WE10:14-18:22,TH07:00-16:01,FR04:33-10:46,SA08:36-20:57,SU14:05-20:07,
DXCDRUOC=MO01:06-02:21,TU01:12-03:14,WE00:18-01:24,TH00:09-01:13,FR04:02-07:43,SA16:09-17:18,SU04:16-07:26,
WIBWGUKU=MO02:23-06:58,TU07:02-11:03,WE00:09-01:32,TH01:13-08:39,FR00:04-01:27,SA09:11-16:38,SU10:10-13:11,
DKSOKRPG=MO00:01-01:11,TU10:11-18:18,WE00:06-18:07,TH09:02-13:03,FR02:00-08:00,SA10:51-14:57,SU19:28-22:32,
VRJXTAEO=MO02:00-03:25,TU12:19-19:25,WE08:34-18:56,TH10:10-13:25,FR11:25-21:28,SA00:13-11:17,SU00:26-01:28,
AZNTGGUW=MO05:16-21:43,TU12:03-21:08,WE01:07-09:08,TH08:13-09:48,FR05:48-20:56,SA01:40-12:46,SU10:18-15:36,
BDZFFCUA=MO01:37-16:46,TU18:04-19:14,WE17:08-20:09,TH04:01-07:03,FR00:24-09:38,SA17:11-18:47,SU00:04-10:09,
PUEFXUJR=MO08:08-14:51,TU04:05-08:29,WE01:09-21:14,TH12:01-13:04,FR00:12-14:37,SA04:02-07:14,SU00:31-14:57,
PLJNNMPK=MO00:32-01:43,TU00:16-00:39,WE05:31-18:41,TH03:08-05:26,FR00:07-12:30,SA02:08-03:30,SU07:03-15:14,
IPJGQTNF=MO08:12-13:17,TU08:33-19:46,WE02:15-10:49,TH08:29-12:41,FR05:12-08:36,SA10:00-11:50,SU01:02-09:27,
DXAHELOW=MO10:06-22:08,TU08:10-20:58,WE01:07-09:11,TH00:20-00:30,FR02:22-04:27,SA05:07-22:21,SU06:00-21:16,
XUIPFLRJ=MO05:30-15:37,TU07:16-20:19,WE02:41-04:50,TH03:02-06:03,FR00:03-04:04,SA07:16-22:21,SU01:28-02:54,
PQAVXCRH=MO06:01-12:06,TU12:08-16:10,WE09:00-21:22,TH13:04-18:41,FR11:11-16:24,SA04:03-10:15,SU05:13-08:39,
HCIEXXPQ=MO00:10-09:28,TU20:10-22:38,WE03:06-05:35,TH07:13-08:34,FR02:00-14:09,SA12:06-15:12,SU03:00-12:01,
WZPKDBFG=MO02:15-07:37,TU09:07-12:08,WE01:13-18:53,TH09:16-10:30,FR02:14-22:19,SA13:03-15:04,SU00:19-06:31,
EXZEGXER=MO05:41-14:52,TU02:06-03:27,WE07:04-16:10,TH04:42-14:43,FR00:38-16:44,SA01:04-15:06,SU08:08-21:16,
DJGNLCMU=MO11:01-14:53,TU00:16-12:58,WE11:36-12:46,TH02:09-07:13,FR00:44-04:49,SA02:06-07:40,SU15:08-20:17,
EFCJQCLZ=MO06:21-07:43,TU01:16-11:22,WE13:00-19:50,TH00:06-17:16,FR04:02-07:23,SA01:08-14:46,SU03:02-08:51,
AEMAXRMP=MO00:08-04:16,TU04:00-13:02,WE05:05-20:35,TH15:01-16:35,FR00:52-11:55,SA13:26-22:31,SU11:00-21:09,
PWRXYYNX=MO00:40-02:47,TU07:15-08:16,WE07:09-22:46,TH00:26-02:49,FR00:26-05:27,SA02:01-06:52,SU00:00-00:02,
SLOWEZHP=MO00:01-00:10,TU19:13-21:15,WE00:03-06:12,TH00:43-01:47,FR11:04-13:13,SA03:33-04:47,SU13:36-18:47,
OLOPKCDC=MO01:03-03:17,TU07:03-22:24,WE18:17-22:23,TH00:12-00:17,FR12:05-22:27,SA00:01-11:29,SU08:17-22:21,
PPBVMAVZ=MO02:15-20:32,TU02:10-05:25,WE00:04-02:19,TH12:02-21:07,FR03:23-05:41,SA05:15-17:46,SU07:00-10:04,
SJMCWGRX=MO17:05-18:23,TU00:08-00:44,WE11:47-17:52,TH00:00-00:00,FR07:07-09:26,SA14:31-16:51,SU00:49-01:55,
MBVXZYUW=MO12:23-16:42,TU06:31-20:52,WE13:15-14:18,TH05:05-21:06,FR05:13-16:25,SA05:22-09:56,SU05:08-15:28,
PMHUIEFW=MO11:12-16:28,TU00:07-00:09,WE13:35-17:41,TH07:26-22:42,FR05:17-22:29,SA03:08-22:22,SU00:07-00:31,
SIPRLVKA=MO12:00-21:00,TU00:08-01:26,WE12:04-22:11,TH18:02-20:26,FR02:17-13:43,SA04:05-05:13,SU00:01-00:26,
FBCFFDZU=MO04:11-11:21,TU00:00-08:01,WE03:03-11:28,TH03:02-11:41,FR11:01-17:40,SA04:04-12:15,SU01:29-11:43,
WUFRNMJN=MO00:31-02:50,TU06:39-21:53,WE01:01-09:06,TH04:28-06:42,FR01:01-06:49,SA06:09-07:28,SU00:04-01:07,
WXCXLOQS=MO02:03-16:16,TU00:07-03:34,WE01:13-02:16,TH01:12-04:14,FR06:01-07:04,SA03:05-07:19,SU17:02-22:08,
KPODSGQK=MO13:08-18:16,TU04:01-07:24,WE14:13-15:15,TH00:03-00:09,FR02:09-03:16,SA04:04-05:13,SU09:09-15:13,
NZROHGIR=MO13:01-20:32,TU00:01-02:52,WE06:16-15:49,TH08:12-11:30,FR01:14-05:15,SA03:47-07:49,SU00:03-03:38,
SYIOXKXV=MO01:06-02:27,TU04:04-06:09,WE00:24-02:55,TH08:16-16:56,FR17:00-21:18,SA01:00-16:00,SU12:00-21:02,
UFUXIJNA=MO06:00-10:02,TU00:31-00:33,WE00:06-03:09,TH07:15-20:17,FR00:00-01:34,SA05:00-08:03,SU00:33-02:45,
AYHPUGLS=MO03:38-05:47,TU00:05-00:11,WE00:30-01:34,TH10:30-14:33,FR05:28-13:38,SA00:39-03:49,SU00:35-00:57,
HCIUQYQA=MO01:52-05:53,TU01:10-02:13,WE16:23-17:41,TH03:01-21:07,FR05:15-11:56,SA01:16-04:30,SU05:27-21:43,
DGFJVXXJ=MO00:41-01:45,TU14:00-21:01,WE01:03-12:17,TH11:19-15:30,FR15:03-22:21,SA14:18-18:23,SU09:10-20:45,
EMKMWFHV=MO07:50-13:58,TU03:19-07:21,WE00:29-00:44,TH01:00-03:52,FR00:23-09:45,SA00:12-09:28,SU06:03-07:26,
IDBQZJUC=MO05:03-20:30,TU04:16-05:50,WE02:08-15:27,TH06:00-10:01,FR06:19-15:20,SA10:10-22:11,SU07:15-21:38,
GYLRQLGW=MO01:00-15:00,TU03:03-12:40,WE09:33-21:46,TH00:15-02:32,FR01:00-11:12,SA03:07-08:15,SU01:03-15:30,
VOZHWGHV=MO06:02-09:04,TU01:02-09:35,WE02:39-09:41,TH09:02-20:31,FR07:31-14:42,SA08:33-10:44,SU00:03-08:40,
LXOIBNCK=MO06:15-19:43,TU02:33-04:53,WE05:00-06:03,TH04:16-06:18,FR03:01-15:11,SA04:46-05:47,SU09:03-19:12,
ZVPFTNUL=MO12:15-22:44,TU07:37-12:54,WE00:21-03:32,TH04:06-09:26,FR02:00-04:06,SA04:08-14:51,SU06:01-18:33,
ZKOGXFAE=MO02:04-07:24,TU11:13-14:16,WE04:33-12:55,TH00:19-01:21,FR00:08-01:27,SA13:03-16:10,SU02:05-06:11,
YPMUSJLX=MO09:13-11:44,TU00:07-15:29,WE00:06-04:29,TH01:19-05:33,FR04:02-10:03,SA11:46-22:49,SU12:21-15:37,
FCGDANDA=MO06:02-10:32,TU19:09-22:11,WE12:00-15:05,TH02:01-12:02,FR06:30-10:31,SA02:08-05:27,SU13:18-20:53,
WGHLOMYC=MO00:34-04:54,TU10:06-15:15,WE00:08-01:31,TH00:09-01:22,FR10:02-16:03,SA09:00-19:14,SU03:00-19:08,
TYXFJCND=MO13:04-16:13,TU19:15-21:28,WE03:37-12:47,TH00:19-02:40,FR01:25-03:30,SA01:11-06:14,SU03:05-20:56,
LETIRXPT=MO01:02-03:04,TU14:08-15:13,WE04:05-10:45,TH04:46-06:49,FR06:02-18:11,SA11:18-14:50,SU02:10-11:36,
QVRSLAUT=MO00:25-09:48,TU00:19-00:20,WE02:25-09:54,TH01:00-02:00,FR00:12-02:26,SA14:11-16:27,SU07:40-09:58,
MCIFMFGU=MO00:21-01:33,TU06:00-17:29,WE14:17-22:53,TH01:05-04:32,FR01:22-21:34,SA06:10-10:45,SU00:02-03:07,
FTSEEXVV=MO14:12-17:17,TU05:16-13:53,WE00:00-08:02,TH10:00-18:13,FR06:24-22:35,SA04:00-05:00,SU00:01-00:02,
XAFHRSAN=MO00:14-01:31,TU00:03-01:15,WE03:34-14:35,TH01:06-04:17,FR00:06-19:09,SA06:02-07:31,SU14:03-15:07,
FXISFYGP=MO01:31-02:41,TU09:31-11:49,WE03:00-06:01,TH09:15-12:57,FR00:11-07:15,SA00:19-01:40,SU05:01-06:03,
LAFIEWRK=MO18:21-19:57,TU10:09-11:12,WE00:00-12:09,TH07:15-14:36,FR00:12-21:52,SA03:37-05:48,SU05:06-09:15,
GDQGQVTT=MO01:17-02:23,TU00:17-02:19,WE05:18-18:43,TH00:13-18:33,FR06:02-14:40,SA11:17-16:44,SU00:31-02:38,
FPJXRQYI=MO01:06-07:46,TU02:04-04:07,WE00:17-01:54,TH00:54-00:56,FR00:00-03:02,SA07:02-15:04,SU06:29-08:58,
MLXXYFJF=MO14:20-20:23,TU01:01-03:37,WE00:02-16:15,TH06:29-13:49,FR13:00-19:04,SA04:01-13:48,SU00:17-09:29,
XFORVEJJ=MO08:32-10:36,TU04:40-14:52,WE03:02-14:06,TH00:17-03:54,FR05:30-12:32,SA02:05-06:40,SU06:01-07:22,
YGFOXTXX=MO00:38-20:39,TU00:13-00:41,WE03:21-08:24,TH04:04-07:32,FR13:00-20:01,SA04:49-11:50,SU02:38-14:55,
QGIBTJLI=MO00:01-00:52,TU04:15-07:26,WE07:00-10:08,TH11:24-12:33,FR11:01-16:23,SA01:15-10:21,SU00:03-01:25,
JVDJDITL=MO04:14-17:55,TU00:04-00:08,WE03:11-07:13,TH00:36-00:37,FR00:22-00:49,SA03:12-04:45,SU00:20-15:21,
KOXFOBEQ=MO03:04-04:29,TU15:52-18:53,WE04:06-09:08,TH00:09-01:11,FR10:00-19:01,SA01:38-14:52,SU02:33-12:34,
ATACMZBW=MO05:28-17:34,TU02:32-10:58,WE06:10-08:48,TH09:19-11:28,FR02:22-14:46,SA09:20-13:37,SU06:07-11:29,
BCEGOCKU=MO02:13-04:15,TU08:07-14:23,WE01:05-03:13,TH06:25-13:35,FR04:13-07:33,SA00:24-19:43,SU02:02-03:11,
IPWKHGZQ=MO15:18-17:21,TU09:19-15:23,WE12:32-16:50,TH01:00-05:02,FR13:00-18:04,SA08:05-21:33,SU05:29-16:36,
HACONYKC=MO00:00-01:00,TU03:02-04:08,WE09:08-13:42,TH00:19-11:43,FR03:00-04:01,SA06:13-20:32,SU10:19-15:27,
ZOSOWCPI=MO01:16-05:39,TU07:04-20:34,WE04:07-15:14,TH10:07-20:08,FR01:12-05:43,SA10:24-22:48,SU03:00-05:30,
RJYVIFDD=MO10:06-21:07,TU05:07-22:09,WE00:38-00:49,TH00:12-08:45,FR02:29-04:32,SA18:11-19:42,SU08:00-17:01,
XGFWANPL=MO10:08-13:40,TU02:04-08:17,WE02:05-17:17,TH06:33-13:46,FR04:04-12:17,SA13:11-22:34,SU10:04-13:26,
